31,20,-11,-25.5,21,5.5,68,24,24,27,-1,72
30,20,-10,-25,20,5,68,24,24,28,-1,71
31,19,-12,-25,22.5,4.5,68,25,24,28,-1,71
31,19,-12,-25,22.5,4.5,68,25,24,28,0,72
31,19,-12,-25,22.5,4.5,68,25,24,28,0,72
32,19,-13,-25.5,23.5,3,68,25,24,28,0,74
32,20,-12,-26,22,4,68,25,25,29,1,75
31,19,-12,-25,22.5,4.5,67,24,24,29,1,75
32,18,-14,-25,23,2,67,24,24,28,1,75
31,18,-13,-24.5,22,3.5,67,24,24,28,0,74
31,18,-13,-24.5,22,3.5,68,24,24,28,0,73
31,18,-13,-24.5,22,3.5,67,24,24,28,0,72
31,17,-14,-24,23.5,2.5,67,24,24,28,-1,71
30,18,-12,-24,21,3,68,23,24,28,-1,73
30,18,-12,-24,21,3,68,24,24,28,0,73
30,18,-12,-24,21,3,68,24,23,27,0,73
31,18,-13,-24.5,22,3.5,67,24,23,28,0,74
30,19,-11,-24.5,21.5,4,67,24,24,29,1,75
29,19,-10,-24,20.5,5.5,67,24,25,29,1,76
29,18,-11,-23.5,20,4.5,67,23,24,28,1,76
31,20,-11,-25.5,21,5.5,66,23,24,29,1,75
28,15,-13,-21.5,21.5,1,67,21,21,26,-1,72
33,22,-11,-27.5,22,6.5,66,24,25,30,1,75
55,61,6,-58,25.5,34.5,59,36,44,49,18,92
36,28,-8,-32,22,10,65,24,26,31,2,77
14,-10,-24,-2,19,-17,71,13,8,14,-13,61
23,5,-18,-14,21.5,-6.5,68,18,16,22,-6,67
32,16,-16,-24,24,0,66,20,20,26,-2,71
36,21,-15,-28.5,26.5,3,65,23,23,29,0,73
35,22,-13,-28.5,24,5.5,63,23,24,29,0,74
37,22,-15,-29.5,26,4.5,61,22,22,28,-1,73
37,22,-15,-29.5,26,4.5,61,22,22,27,-1,74
36,23,-13,-29.5,25.5,5,60,23,23,28,0,76
35,24,-11,-29.5,23,7.5,59,23,23,28,1,77
35,24,-11,-29.5,23,7.5,58,22,23,28,0,76
35,24,-11,-29.5,23,7.5,57,21,22,28,0,76
35,26,-9,-30.5,22,9.5,57,21,23,29,2,77
37,28,-9,-32.5,23,10.5,56,21,23,30,2,77
39,29,-10,-34,25.5,10.5,54,21,24,31,3,78
40,30,-10,-35,25,10,53,21,25,32,4,79
39,32,-7,-35.5,23,13.5,53,22,25,33,5,80
39,33,-6,-36,23.5,14.5,53,21,25,33,5,79
38,31,-7,-34.5,23.5,12,55,20,24,33,4,78
36,32,-4,-34,20,14,57,21,25,33,4,79
36,33,-3,-34.5,20.5,15,56,22,25,32,4,80
37,34,-3,-35.5,20,16.5,56,22,26,33,5,80
40,37,-3,-38.5,22.5,17,55,23,27,34,6,81
44,41,-3,-42.5,24.5,19,52,23,27,35,7,82
45,44,-1,-44.5,23,22.5,51,23,28,35,7,83
43,44,1,-43.5,21,23.5,51,22,28,36,8,84
42,46,4,-44,19,25,52,22,29,37,10,85
44,49,5,-46.5,20.5,27,53,23,30,38,11,86
44,49,5,-46.5,20.5,27,53,23,30,38,11,85
41,49,8,-45,17.5,29.5,52,22,29,38,11,85
40,47,7,-43.5,17.5,27,51,20,27,37,10,85
42,45,3,-43.5,20.5,24,48,19,26,36,11,85
42,46,4,-44,19,25,48,19,27,38,12,87
41,46,5,-43.5,18,26.5,46,20,27,37,11,87
43,45,2,-44,21.5,24.5,45,20,26,37,11,86
44,45,1,-44.5,22.5,23,44,20,26,36,10,85
44,45,1,-44.5,22.5,23,45,20,26,36,10,85
44,47,3,-45.5,21.5,25,47,21,28,38,11,87
44,47,3,-45.5,21.5,25,48,21,28,39,12,88
45,45,0,-45,23.5,23.5,46,20,27,38,12,87
43,43,0,-43,22.5,22.5,46,20,26,37,11,85
43,43,0,-43,22.5,22.5,46,19,25,36,10,84
45,45,0,-45,23.5,23.5,45,19,26,37,10,84
46,45,-1,-45.5,24.5,22,45,19,25,36,10,84
47,47,0,-47,24.5,24.5,43,18,24,36,9,85
48,50,2,-49,23,26,43,17,25,37,11,87
49,54,5,-51.5,22,30.5,43,18,26,39,13,90
50,59,9,-54.5,21.5,34,44,20,29,42,17,94
52,62,10,-57,21,36,43,21,30,44,19,96
53,60,7,-56.5,23,34.5,41,20,28,43,18,95
53,60,7,-56.5,23,34.5,41,18,26,41,17,95
53,61,8,-57,23.5,35.5,41,18,26,41,17,95
53,62,9,-57.5,22,36.5,41,18,28,42,18,96
57,65,8,-61,25.5,37.5,41,19,29,43,20,97
58,67,9,-62.5,25.5,38,41,19,28,43,20,97
57,66,9,-61.5,24,38.5,41,18,28,42,19,96
55,66,11,-60.5,22,39.5,42,19,29,43,20,96
54,65,11,-59.5,22.5,38,44,21,30,45,20,97
54,64,10,-59,22,37,45,22,31,44,19,97
55,61,6,-58,25.5,34.5,46,23,31,44,18,97
55,59,4,-57,26.5,32.5,47,25,32,45,20,98
56,59,3,-57.5,27.5,31,48,25,32,46,21,99
56,58,2,-57,27,30,49,24,32,45,20,98
56,56,0,-56,28,28,50,25,31,44,20,98
54,54,0,-54,27,27,51,25,31,44,20,98
51,50,-1,-50.5,26,25.5,53,26,31,44,19,97
47,48,1,-47.5,23,25.5,54,27,32,44,19,97
47,44,-3,-45.5,25,21.5,55,26,31,43,17,95
46,40,-6,-43,26,17,56,26,30,41,14,91
43,37,-6,-40,25.5,16.5,57,24,29,40,11,89
39,35,-4,-37,22.5,16.5,58,23,28,39,10,88
38,33,-5,-35.5,22.5,14,59,24,29,39,10,88
36,31,-5,-33.5,21.5,13,62,27,30,40,11,88
33,26,-7,-29.5,20,10.5,66,27,30,38,9,85
29,22,-7,-25.5,18,8.5,67,26,29,37,7,82
28,21,-7,-24.5,18.5,7,66,26,28,36,6,82
29,22,-7,-25.5,18,8.5,66,25,27,34,5,81
30,22,-8,-26,19,7,66,24,25,33,4,80
29,18,-11,-23.5,20,4.5,68,23,24,31,2,77
24,10,-14,-17,19,-2,67,17,16,22,-7,68
25,11,-14,-18,20.5,-1.5,64,17,16,23,-4,71
26,12,-14,-19,20,-1,68,24,23,30,2,76
24,9,-15,-16.5,20.5,-3,69,22,22,28,-1,73
23,7,-16,-15,20.5,-4.5,68,20,19,25,-4,72
24,6,-18,-15,21,-6,68,19,17,23,-6,71
26,6,-20,-16,23,-7,67,19,17,23,-5,71
25,5,-20,-15,23.5,-7.5,68,19,18,24,-5,70
24,3,-21,-13.5,23.5,-9,69,20,18,24,-6,69
23,2,-21,-12.5,22,-9.5,69,20,18,23,-7,67
23,2,-21,-12.5,22,-9.5,69,19,17,22,-7,67
24,3,-21,-13.5,23.5,-9,69,19,17,22,-7,68
25,3,-22,-14,24.5,-9.5,69,18,16,22,-8,67
25,1,-24,-13,25.5,-11.5,69,18,16,21,-9,66
24,0,-24,-12,24,-12,70,19,16,21,-8,66
23,-1,-24,-11,23.5,-12.5,70,19,15,20,-9,66
23,-1,-24,-11,23.5,-12.5,70,18,15,19,-11,64
23,-4,-27,-9.5,25,-15.5,70,18,13,17,-12,63
24,0,-24,-12,24,-12,70,23,22,24,-8,65
22,-4,-26,-9,24,-15,70,19,15,19,-12,62
0,-55,-55,27.5,27.5,-55,85,-47,-109,-76,-71,24
17,-29,-46,6,31.5,-37.5,78,-7,-40,-26,-40,43
45,28,-17,-36.5,31,6.5,59,72,112,91,28,87
33,9,-24,-21,29.5,-7.5,64,47,67,57,7,73
26,-8,-34,-9,30,-21,68,24,21,22,-12,59
24,-18,-42,-3,33,-30,71,15,0,6,-22,52
22,-22,-44,-0,33,-33,72,15,-3,3,-25,50
22,-25,-47,1.5,34.5,-36,73,15,-7,0,-27,48
22,-29,-51,3.5,36.5,-40,72,13,-14,-4,-30,45
22,-33,-55,5.5,38.5,-44,70,8,-25,-10,-33,44
21,-36,-57,7.5,39,-46.5,68,4,-32,-13,-34,43
19,-39,-58,10,38.5,-48.5,68,1,-37,-15,-35,43
16,-43,-59,13.5,37.5,-51,68,-1,-45,-20,-37,42
15,-50,-65,17.5,40,-57.5,67,-6,-57,-28,-42,38
16,-56,-72,20,44,-64,68,-10,-68,-37,-47,34
15,-60,-75,22.5,45,-67.5,69,-11,-72,-41,-49,32
14,-62,-76,24,45,-69,70,-14,-77,-44,-52,30
14,-68,-82,27,48,-75,70,-20,-90,-54,-57,26
11,-76,-87,32.5,49,-81.5,72,-26,-106,-67,-65,19
10,-82,-92,36,51,-87,77,-29,-118,-77,-71,14
9,-86,-95,38.5,52,-90.5,81,-33,-129,-86,-76,10
4,-91,-95,43.5,49.5,-93,89,-38,-143,-98,-86,4
0,-96,-96,48,48,-96,96,-43,-155,-110,-93,0
-1,-97,-96,49,47.5,-97.5,99,-50,-165,-117,-97,-1
-7,-99,-92,53,42.5,-96.5,102,-56,-175,-122,-100,-3
-11,-102,-91,56.5,40,-97.5,104,-62,-184,-126,-102,-5
-8,-103,-95,55.5,43.5,-99,102,-68,-192,-130,-103,-6
-6,-102,-96,54,45,-99,96,-77,-201,-132,-103,-6
-6,-103,-97,54.5,45.5,-100,86,-89,-211,-135,-105,-7
-2,-105,-103,53.5,50.5,-104,79,-96,-220,-139,-107,-7
0,-107,-107,53.5,53.5,-107,79,-93,-225,-144,-108,-6
3,-110,-113,53.5,58,-111.5,77,-89,-226,-145,-108,-5
6,-111,-117,52.5,61.5,-114,69,-95,-233,-148,-109,-5
8,-111,-119,51.5,63.5,-115,55,-104,-240,-151,-109,-5
12,-110,-122,49,67,-116,36,-113,-244,-150,-106,-1
13,-114,-127,50.5,70,-120.5,19,-127,-255,-155,-108,-1
14,-123,-137,54.5,75.5,-130,4,-143,-271,-165,-113,-3
19,-131,-150,56,84.5,-140.5,-13,-161,-287,-177,-117,-5
22,-137,-159,57.5,90.5,-148,-34,-180,-306,-189,-123,-7
24,-139,-163,57.5,93.5,-151,-60,-204,-326,-200,-128,-6
26,-144,-170,59,98,-157,-81,-225,-344,-212,-132,-7
27,-154,-181,63.5,104,-167.5,-93,-240,-358,-224,-140,-11
29,-156,-185,63.5,107,-170.5,-104,-250,-365,-230,-143,-13
30,-154,-184,62,107,-169,-113,-258,-367,-232,-143,-13
30,-153,-183,61.5,106.5,-168,-121,-267,-370,-235,-146,-12
31,-153,-184,61,107.5,-168.5,-128,-276,-373,-239,-148,-12
31,-154,-185,61.5,108,-169.5,-134,-281,-375,-242,-149,-13
32,-156,-188,62,110,-172,-140,-287,-377,-243,-150,-13
35,-158,-193,61.5,114,-175.5,-146,-294,-378,-242,-148,-10
36,-157,-193,60.5,114.5,-175,-150,-300,-377,-240,-145,-6
40,-155,-195,57.5,117.5,-175,-151,-304,-373,-235,-139,0
41,-150,-191,54.5,116,-170.5,-145,-298,-360,-222,-129,6
37,-140,-177,51.5,107,-158.5,-143,-292,-343,-207,-120,12
40,-128,-168,44,104,-148,-146,-283,-325,-190,-108,21
46,-111,-157,32.5,101.5,-134,-147,-269,-299,-167,-91,32
52,-90,-142,19,97,-116,-143,-248,-265,-137,-70,49
59,-74,-133,7.5,96,-103.5,-134,-219,-231,-111,-52,61
64,-64,-128,-0,96,-96,-123,-193,-205,-96,-44,66
63,-60,-123,-1.5,93,-91.5,-109,-171,-185,-86,-39,68
61,-55,-116,-3,88.5,-85.5,-90,-149,-164,-75,-34,69
64,-42,-106,-11,85,-74,-72,-119,-132,-56,-21,78
66,-28,-94,-19,80,-61,-56,-89,-100,-35,-9,85
61,-24,-85,-18.5,73,-54.5,-38,-68,-78,-23,-4,86
59,-24,-83,-17.5,71,-53.5,-20,-53,-64,-18,-3,84
57,-23,-80,-17,68.5,-51.5,-7,-45,-58,-17,-6,80
52,-17,-69,-17.5,60.5,-43,3,-36,-46,-10,-3,81
46,-7,-53,-19.5,49.5,-30,16,-22,-24,6,7,88
41,2,-39,-21.5,40,-18.5,29,-8,-2,24,17,95
33,8,-25,-20.5,29,-8.5,40,0,11,34,22,98
27,9,-18,-18,23.5,-4.5,47,4,19,39,24,99
21,10,-11,-15.5,16,-0.5,54,9,28,46,28,101
14,9,-5,-11.5,10.5,2,61,14,36,52,31,102
13,9,-4,-11,9.5,3.5,68,21,46,59,35,104
12,10,-2,-11,7,4,72,26,53,63,36,103
9,12,3,-10.5,3,8.5,74,30,59,68,39,104
10,16,6,-13,2,11,76,36,67,74,42,104
12,20,8,-16,2,14,78,42,73,78,43,104
14,25,11,-19.5,2.5,18,78,47,78,82,46,106
17,30,13,-23.5,2,22.5,78,49,81,85,48,108
17,33,16,-25,1.5,25.5,79,50,84,88,48,107
12,33,21,-22.5,-4.5,27,83,49,86,89,47,105
10,33,23,-21.5,-6.5,28,85,49,86,89,44,101
10,34,24,-22,-7,29,87,48,86,87,41,98
13,35,22,-24,-4.5,29.5,87,48,85,85,38,96
14,34,20,-24,-3,27,88,48,83,81,33,94
16,32,16,-24,0,24,87,49,80,75,29,92
18,30,12,-24,3,21,87,49,77,71,25,89
19,30,11,-24.5,4,21.5,88,50,77,70,23,87
21,29,8,-25,7.5,19.5,88,51,77,69,23,87
22,28,6,-25,8,17,87,50,75,67,21,86
22,28,6,-25,8,17,88,50,76,68,21,86
22,29,7,-25.5,8.5,18,89,51,77,70,22,87
22,28,6,-25,8,17,89,51,77,70,22,88
21,29,8,-25,7.5,19.5,89,51,77,70,22,88
21,31,10,-26,6.5,21.5,88,52,78,71,23,88
23,33,10,-28,7.5,22.5,88,52,78,70,23,88
23,32,9,-27.5,7,21.5,88,52,77,68,21,87
23,32,9,-27.5,7,21.5,87,51,77,68,20,86
23,33,10,-28,7.5,22.5,87,52,78,68,19,85
21,32,11,-26.5,5,22.5,87,52,78,68,19,86
21,32,11,-26.5,5,22.5,88,52,79,69,20,87
23,34,11,-28.5,6,23.5,87,53,79,70,21,88
24,35,11,-29.5,7.5,23,87,53,79,69,20,89
25,36,11,-30.5,7,24.5,87,53,79,69,20,89
23,35,12,-29,6.5,24.5,88,53,80,70,20,89
23,33,10,-28,7.5,22.5,87,53,79,69,21,89
24,33,9,-28.5,8.5,21,87,54,80,70,21,87
22,33,11,-27.5,6.5,22,89,55,81,71,22,87
22,33,11,-27.5,6.5,22,89,56,82,73,23,88
23,33,10,-28,7.5,22.5,88,56,82,73,24,89
24,33,9,-28.5,8.5,21,88,55,82,72,23,88
24,33,9,-28.5,8.5,21,88,56,83,73,24,89
25,33,8,-29,9.5,21.5,88,56,83,73,24,89
23,34,11,-28.5,6,23.5,89,57,83,74,25,90
22,35,13,-28.5,5.5,24,90,57,84,75,26,92
22,34,12,-28,5,23,90,58,85,75,26,91
23,34,11,-28.5,6,23.5,91,59,86,74,26,90
24,36,12,-30,6,24,91,60,86,75,26,90
24,36,12,-30,6,24,90,60,87,75,26,90
26,38,12,-32,7,25,89,60,87,76,27,91
27,40,13,-33.5,7,27.5,89,60,87,76,28,92
26,39,13,-32.5,7.5,26,89,60,88,76,28,91
25,40,15,-32.5,5,28.5,90,62,90,78,30,91
24,41,17,-32.5,4.5,29,91,63,91,79,31,91
24,42,18,-33,3,30,91,62,90,79,31,91
25,43,18,-34,4.5,31.5,90,62,92,81,31,92
25,44,19,-34.5,3,32.5,91,63,93,81,31,93
24,44,20,-34,2,32,92,63,93,80,30,93
25,43,18,-34,4.5,31.5,92,64,93,81,31,93
25,43,18,-34,4.5,31.5,92,65,94,82,32,93
26,44,18,-35,4,31,92,66,95,81,32,94
27,44,17,-35.5,5,31.5,93,67,96,81,32,94
26,44,18,-35,4,31,94,68,98,83,33,94
25,45,20,-35,3.5,33.5,94,69,99,84,34,95
25,46,21,-35.5,2,34.5,94,69,99,84,33,96
27,46,19,-36.5,4,33.5,94,70,100,84,32,97
27,47,20,-37,4.5,34.5,95,71,101,85,34,97
26,49,23,-37.5,2.5,36,94,71,103,87,35,97
27,49,22,-38,3.5,36.5,95,72,103,89,36,97
26,49,23,-37.5,2.5,36,96,74,105,90,36,98
26,50,24,-38,1,37,97,75,106,90,36,99
27,49,22,-38,3.5,36.5,97,76,106,88,35,98
26,49,23,-37.5,2.5,36,98,76,107,89,35,98
26,50,24,-38,1,37,99,77,109,91,36,99
27,50,23,-38.5,2,37.5,99,78,110,92,37,99
28,51,23,-39.5,3.5,37,100,79,111,92,37,99
27,52,25,-39.5,1,39.5,101,79,112,94,38,99
25,53,28,-39,-1.5,41.5,102,81,115,96,40,100
26,54,28,-40,-1,41,102,82,116,97,40,100
28,56,28,-42,0,42,102,83,116,97,40,100
29,57,28,-43,1.5,43.5,103,85,118,98,40,101
30,56,26,-43,2,41,104,86,119,98,42,101
28,57,29,-42.5,-0.5,43,105,87,120,99,42,101
26,58,32,-42,-3,45,106,88,122,100,42,102
25,58,33,-41.5,-4,46.5,107,88,123,101,43,102
25,57,32,-41,-3.5,45.5,108,89,124,101,43,102
26,57,31,-41.5,-2.5,44,108,90,125,102,44,103
26,57,31,-41.5,-2.5,44,111,91,126,103,44,103
26,57,31,-41.5,-2.5,44,112,92,126,103,44,103
27,59,32,-43,-2.5,46.5,112,93,128,104,45,102
26,60,34,-43,-4,47,113,94,128,103,44,102
26,60,34,-43,-4,47,114,95,129,102,44,102
25,61,36,-43,-5.5,49.5,115,96,131,104,45,103
25,62,37,-43.5,-6,50.5,116,97,133,106,45,102
26,62,36,-44,-5,49,117,98,134,107,46,103
26,62,36,-44,-5,49,119,100,135,107,46,103
26,61,35,-43.5,-4.5,48,120,101,136,106,45,101
26,61,35,-43.5,-4.5,48,122,102,137,107,45,101
25,61,36,-43,-5.5,49.5,123,104,138,107,45,99
24,62,38,-43,-7,50,124,104,139,108,45,99
24,62,38,-43,-7,50,125,105,140,110,46,100
26,62,36,-44,-5,49,126,106,140,109,46,101
25,62,37,-43.5,-6,50.5,127,106,140,108,45,101
24,61,37,-42.5,-6.5,49,128,107,140,108,45,101
24,61,37,-42.5,-6.5,49,130,108,142,108,46,101
25,61,36,-43,-5.5,49.5,131,108,142,109,47,101
24,61,37,-42.5,-6.5,49,132,108,142,109,46,100
22,61,39,-41.5,-8.5,50,133,108,142,109,46,99
21,61,40,-41,-9.5,51.5,134,108,142,109,46,99
21,60,39,-40.5,-9,50.5,136,110,143,110,46,99
20,61,41,-40.5,-10.5,51,137,111,144,109,45,98
19,59,40,-39,-10.5,50.5,138,112,142,105,43,96
20,58,38,-39,-9,48,139,112,140,103,41,94
21,58,37,-39.5,-8,48.5,140,112,140,103,41,94
22,58,36,-40,-7,47,140,112,140,102,39,93
